#### Simulations (10)
# Train[0].x #1
0.0 0.0
0.0 0.0
23.3095110908937 23.3095110908937
23.3095110908937 0.0
23.3095110908937 0.0
90.67805619662721 67.36854510573352
90.67805619662721 67.36854510573352
90.67805619662721 0.0
99.56766053972859 8.889604343101382
99.56766053972859 0.0
103.5668113598051 3.999150820076466
# Train[0].x #2
0.0 0.0
0.0 0.0
9.395184549826672 9.395184549826672
9.395184549826672 0.0
9.395184549826672 0.0
53.56383614778035 44.16865159795367
53.56383614778035 44.16865159795367
53.56383614778035 0.0
62.59785487852507 9.03401873074472
62.59785487852507 0.0
68.90173027828212 6.303875399757048
68.90173027828212 0.0
68.90173027828212 0.0
100.0975947829474 31.19586450466527
# Train[0].x #3
0.0 0.0
0.0 0.0
17.96829973237577 17.96829973237577
17.96829973237577 0.0
17.96829973237577 0.0
74.7038679010154 56.73556816863964
74.7038679010154 56.73556816863964
74.7038679010154 0.0
89.17623496418011 14.47236706316471
89.17623496418011 0.0
103.2361901898141 14.05995522563403
# Train[0].x #4
0.0 0.0
0.0 0.0
6.313515776343337 6.313515776343337
6.313515776343337 0.0
6.313515776343337 0.0
24.72873389818629 18.41521812184295
24.72873389818629 18.41521812184295
24.72873389818629 0.0
38.0436236160334 13.31488971784711
38.0436236160334 0.0
45.18320386224007 7.139580246206669
45.18320386224007 0.0
45.18320386224007 0.0
102.7095201225478 57.52631626030772
# Train[0].x #5
0.0 0.0
0.0 0.0
6.905296577216179 6.905296577216179
6.905296577216179 0.0
6.905296577216179 0.0
42.8438099778142 35.93851340059803
42.8438099778142 35.93851340059803
42.8438099778142 0.0
54.29402220313216 11.45021222531796
54.29402220313216 0.0
100.3578924314935 46.06387022836134
# Train[0].x #6
0.0 0.0
0.0 0.0
63.85177192151627 63.85177192151627
63.85177192151627 0.0
63.85177192151627 0.0
100.065981804003 36.21420988248673
# Train[0].x #7
0.0 0.0
0.0 0.0
11.76600956863523 11.76600956863523
11.76600956863523 0.0
11.76600956863523 0.0
39.00010174755145 27.23409217891622
39.00010174755145 27.23409217891622
39.00010174755145 0.0
46.76174167227138 7.76163992471993
46.76174167227138 0.0
99.16311446319428 52.40137279092291
99.16311446319428 0.0
99.16311446319428 0.0
100.0375159587486 0.8744014955543009
# Train[0].x #8
0.0 0.0
0.0 0.0
29.72340175062008 29.72340175062008
29.72340175062008 0.0
29.72340175062008 0.0
97.39706522810718 67.6736634774871
