#### Simulations (1)
# Train[0].x #1
0.0 0.0
0.0 0.0
83.33585750557423 83.33585750557423
83.33585750557423 0.0
83.33585750557423 0.0
101.85854790553 18.52269039995581
# Gate.len #1
0.0 0.0
0.0 0.0
0.6475668093382779 0.0
0.6475668093382779 1.0
2.95764224967748 1.0
2.95764224967748 2.0
2.95764224967748 2.0
5.006247956195695 2.0
5.006247956195695 3.0
5.006247956195695 3.0
6.937275911390748 3.0
6.937275911390748 4.0
6.937275911390748 4.0
10.23404441347942 4.0
10.23404441347942 5.0
10.23404441347942 5.0
17.78991225550021 5.0
17.78991225550021 4.0
17.78991225550021 4.0
35.61286384381423 4.0
35.61286384381423 3.0
35.61286384381423 3.0
39.8810080893401 3.0
39.8810080893401 4.0
39.8810080893401 4.0
44.11599320839113 4.0
44.11599320839113 5.0
44.11599320839113 5.0
53.24313149184058 5.0
53.24313149184058 4.0
53.24313149184058 4.0
54.51716163670033 4.0
54.51716163670033 5.0
54.51716163670033 5.0
70.35116409186344 5.0
70.35116409186344 4.0
70.35116409186344 4.0
83.19766375470977 4.0
83.19766375470977 3.0
83.19766375470977 3.0
83.33585750557423 3.0
83.33585750557423 4.0
83.33585750557423 4.0
83.79947188414407 4.0
83.79947188414407 5.0
83.79947188414407 5.0
93.7109714793433 5.0
93.7109714793433 6.0
93.7109714793433 6.0
98.48723902182724 6.0
98.48723902182724 5.0
98.48723902182724 5.0
101.85854790553 5.0
