#### Simulations (1)
# dicevalue #1
0.0 0.0
23.49804704308136 6.0
24.68466531847852 6.0
44.63727752987529 2.0
44.69556620120703 5.0
68.89844864544006 2.0
92.96067244324539 6.0
116.8027990285846 2.0
116.8027990285846 6.0
142.3954566127724 6.0
169.8976848394129 6.0
190.3116986873027 2.0
214.5717663568066 1.0
214.5717663568066 1.0
238.8510224848983 3.0
260.1198037785574 2.0
260.1198037785574 3.0
283.3007112789542 6.0
307.6807162654725 1.0
307.6807162654725 3.0
325.1695004985671 5.0
325.1695004985671 2.0
349.3706683937996 5.0
349.3706683937996 1.0
373.5267658429337 6.0
373.5267658429337 1.0
397.4904390710957 6.0
397.4904390710957 2.0
420.9935783036286 6.0
445.0713448444507 4.0
445.0713448444507 4.0
468.424431485683 5.0
492.3508376361263 2.0
492.3508376361263 3.0
515.8853449948859 4.0
515.8853449948859 2.0
538.6620664132115 6.0
538.6620664132115 5.0
562.1926217896942 1.0
582.7475022399735 6.0
606.7023915209843 1.0
606.7023915209843 6.0
630.2105080554566 1.0
630.2105080554566 1.0
654.4375299166635 3.0
678.3156000171729 6.0
678.3156000171729 6.0
702.6793777749001 2.0
702.6793777749001 5.0
726.0869339996386 6.0
726.0869339996386 6.0
749.7696877775988 2.0
749.7696877775988 5.0
773.0522379152568 1.0
796.5745132211616 6.0
796.5745132211616 4.0
820.9277821804484 3.0
843.4538127553491 1.0
843.4538127553491 5.0
866.4607371462756 2.0
890.4154846270054 4.0
890.4181096775804 1.0
914.61689283118 6.0
914.61689283118 4.0
938.0780421796206 3.0
938.0780421796206 3.0
962.2426341973946 5.0
962.2426341973946 2.0
986.4907274280139 5.0
986.4907274280139 2.0
1010.863361423583 6.0
1011.920139478039 1.0
1035.868345483694 3.0
1035.868345483694 3.0
1058.918363434397 1.0
1082.291195718923 6.0
1106.200860261584 4.0
1106.200860261584 6.0
1129.505553886836 5.0
1129.505553886836 6.0
1153.630098249636 1.0
1153.630098249636 3.0
1177.000455546511 1.0
1177.000455546511 2.0
1200.690832882308 6.0
1200.690832882308 2.0
1225.068498154959 4.0
1225.770977422226 6.0
1248.883609155581 2.0
1269.704914861391 6.0
1293.204110804833 3.0
1317.516784663997 5.0
1317.516784663997 2.0
1340.923976212302 3.0
1363.6156348173 6.0
1363.6156348173 4.0
1386.1751403418 2.0
1386.1751403418 5.0
1410.070492570363 2.0
1433.105315169376 6.0
1433.105315169376 6.0
1456.686988874179 3.0
1456.686988874179 6.0
1480.805474008634 2.0
1480.805474008634 5.0
1504.612035365332 2.0
1528.948115243695 3.0
1529.521599785917 1.0
1551.724844545072 5.0
1575.80318526653 1.0
1575.80318526653 2.0
1599.136365886901 6.0
1623.233218814652 2.0
1645.566901709515 4.0
1669.155016820295 6.0
1693.127170032611 2.0
1693.127170032611 6.0
1713.070329452511 2.0
1737.450832143614 6.0
1757.877949608855 3.0
1757.877949608855 6.0
1780.617014548501 1.0
1803.117535518966 6.0
1803.117535518966 6.0
1825.617662086607 4.0
1825.617662086607 6.0
1848.463470269448 2.0
1848.463470269448 2.0
1872.061949274445 3.0
1872.061949274445 3.0
1895.020544759318 1.0
1918.464304423665 6.0
1918.464304423665 2.0
1940.539465926678 6.0
1962.906078299254 1.0
1963.058082230949 3.0
1986.281739259774 1.0
1986.281739259774 5.0
2009.424121787456 6.0
2009.424121787456 6.0
2033.685845294475 2.0
2057.372693416864 1.0
2057.372693416864 1.0
2080.900091780204 5.0
2105.217638833429 2.0
2105.217638833429 6.0
2126.865853645267 2.0
2126.865853645267 6.0
2150.091489835133 2.0
2150.091489835133 6.0
2173.907198023557 1.0
2195.069292374315 3.0
2218.10200197765 5.0
2242.084975515488 1.0
2242.084975515488 6.0
2265.497349195212 3.0
2267.419926950025 6.0
2268.155682678775 5.0
2291.770796204308 3.0
2314.502922151194 5.0
2314.502922151194 5.0
2338.897322076756 4.0
2338.897322076756 5.0
2362.637815999788 2.0
2362.75259204527 6.0
2387.477000908625 6.0
2411.69162661047 1.0
2432.321999397544 6.0
2455.12209873143 1.0
2455.12209873143 4.0
2479.281363049611 2.0
2479.281363049611 6.0
2501.945709103079 2.0
2524.700024761531 6.0
2547.517960301783 1.0
2547.517960301783 6.0
2569.639829138449 4.0
2569.639829138449 6.0
2594.027889543595 4.0
2617.256668311907 5.0
2617.256668311907 5.0
2640.583971164088 4.0
2640.583971164088 4.0
2663.795022848838 6.0
2663.795022848838 3.0
2687.763964304939 5.0
2687.763964304939 1.0
2711.846085495152 6.0
2711.846085495152 5.0
2735.310303330395 2.0
2759.012509611925 6.0
2781.77796015171 2.0
2805.995164638452 6.0
2807.959441082283 1.0
2831.900282443941 6.0
2855.921255539773 1.0
2878.883714983879 5.0
2903.088589465044 1.0
2926.942879368147 3.0
2926.942879368147 1.0
2951.284258426259 5.0
2951.284258426259 3.0
2970.28062900821 6.0
2970.28062900821 3.0
2993.748671821221 1.0
2993.748671821221 4.0
3016.16068732735 5.0
3016.16068732735 5.0
3038.548045878037 3.0
3062.789057543077 5.0
3062.789057543077 3.0
3087.138480635722 6.0
3087.138480635722 6.0
3109.638494839532 1.0
3109.638494839532 6.0
3133.935789278169 1.0
3156.537059533563 6.0
3180.820639295867 1.0
3203.936895344737 4.0
3229.084813895827 4.0
3253.231561482127 1.0
3276.810479035442 5.0
3276.810479035442 2.0
3300.56231583596 6.0
3300.56231583596 3.0
3323.720368945341 6.0
3323.813196239815 5.0
3346.907393966621 2.0
3370.653771709897 5.0
3394.711237021229 2.0
3418.869734781894 6.0
3418.973098067966 5.0
3443.272175376282 3.0
3467.343194949945 1.0
3491.6349282478 5.0
3491.6349282478 5.0
3514.446690859686 3.0
3538.009357251081 1.0
3561.439903746584 2.0
3561.439903746584 2.0
3585.627813446963 6.0
3608.5628737094 2.0
3632.394247574671 6.0
3632.539974515101 3.0
3656.371033643919 5.0
3658.762576784168 1.0
3682.551195568339 5.0
3682.551195568339 3.0
3705.872627984716 5.0
3730.241659147516 4.0
3730.241659147516 4.0
3754.61480623417 2.0
3756.695706548076 1.0
3780.023371801062 4.0
3803.333201104282 6.0
3803.333201104282 6.0
3826.241413602266 1.0
3826.241413602266 6.0
3849.393774922412 1.0
3849.393774922412 3.0
3872.803920987456 6.0
3896.237089403462 4.0
3919.637208726734 6.0
3942.917059051407 2.0
3943.222339662173 6.0
3967.423572043756 4.0
3991.326017789779 1.0
3991.326017789779 6.0
4016.32886950369 6.0
4040.598397732096 2.0
4064.897286513798 6.0
4088.405930478475 2.0
4088.622773415072 5.0
4112.709457594012 6.0
4135.530077838697 3.0
4135.530077838697 5.0
4159.496006217309 3.0
4183.172713078874 1.0
4205.684974841957 6.0
4205.684974841957 4.0
4229.885237913395 6.0
4229.885237913395 6.0
4251.34629888161 1.0
4251.656713094689 4.0
4275.898112487032 1.0
4275.898112487032 4.0
4300.296436211213 5.0
4324.599917913559 3.0
4326.581866132136 6.0
4327.839847042413 1.0
4351.623663233147 3.0
4351.623663233147 1.0
4374.94497751323 3.0
4374.94497751323 2.0
4403.624206812257 2.0
4427.868251028017 4.0
4427.868251028017 3.0
4450.473027441327 2.0
4450.473027441327 3.0
4474.090200832803 5.0
4497.163177859044 2.0
4521.373046978289 3.0
4545.33512818595 2.0
4545.33512818595 3.0
4570.206827160491 3.0
4593.709956601543 6.0
4617.830604813214 3.0
4617.830604813214 6.0
4639.469481841111 3.0
4663.580740598807 5.0
4687.613458919073 1.0
4687.613458919073 1.0
4712.01815997894 6.0
4736.205604767325 2.0
4736.205604767325 6.0
4761.75549840716 6.0
4784.194703962769 3.0
4784.194703962769 3.0
4806.932391873144 1.0
4806.932391873144 3.0
4830.835942478076 6.0
4830.835942478076 2.0
4853.034983623903 6.0
4875.390448276911 1.0
4875.469468450464 6.0
4899.453487478187 1.0
4920.377508174621 6.0
4920.377508174621 6.0
4944.458091476628 2.0
4944.458091476628 6.0
4967.296203795324 1.0
4990.824127827136 6.0
5014.136349700854 2.0
5014.136349700854 5.0
5036.696396952431 2.0
5059.929422374721 6.0
5059.929422374721 1.0
5082.018711146546 6.0
5082.018711146546 6.0
5105.073975488569 1.0
5105.37632080681 4.0
5129.509113833648 3.0
5129.509113833648 5.0
5152.291052005597 3.0
5152.291052005597 4.0
5176.146650008503 1.0
5200.244574652213 4.0
5200.244574652213 3.0
5224.520449577479 6.0
5247.232282464517 3.0
5269.531957221036 6.0
5269.531957221036 1.0
5293.752724215355 6.0
5293.752724215355 4.0
5315.67455921347 1.0
5315.67455921347 6.0
5339.444438242722 2.0
5339.444438242722 3.0
5363.759087882951 6.0
5363.759087882951 2.0
5387.27181786074 1.0
5387.27181786074 1.0
5409.274407978345 2.0
5432.157314278665 5.0
5456.544820667831 1.0
5480.803800655182 6.0
5482.256854599045 6.0
5505.152238752846 1.0
5529.39580260042 5.0
5551.988280961898 2.0
5575.847347951842 6.0
5578.661351467052 6.0
5602.900765656167 1.0
5625.716820778642 6.0
5649.770739348944 5.0
5649.770739348944 5.0
5673.265731413245 6.0
5694.636859565933 3.0
5694.636859565933 6.0
5718.108337827321 2.0
5718.108337827321 6.0
5735.167904504144 2.0
5759.290273762732 5.0
5759.290273762732 2.0
5781.9402967617 4.0
5781.9402967617 3.0
5803.902088518586 6.0
5803.902088518586 2.0
5828.093407264255 6.0
5852.42312915511 4.0
5852.42312915511 6.0
5875.825770749178 1.0
5875.825770749178 2.0
5899.866266210259 6.0
5899.866266210259 3.0
5923.911957380885 4.0
5925.347098306474 6.0
5949.601221886404 2.0
5973.81853456354 6.0
5973.81853456354 3.0
5996.376257722872 6.0
6019.32524189087 1.0
6019.32524189087 6.0
6043.009074848867 2.0
6043.009074848867 2.0
6067.399708884397 5.0
6068.485309423298 6.0
6091.871067954525 1.0
6094.310024678171 6.0
6118.087536911366 3.0
6141.440063353314 5.0
6164.606072248677 4.0
6164.606072248677 5.0
6188.580632597381 1.0
6212.305754510044 5.0
6236.293616846767 2.0
6260.351070131626 5.0
6260.351070131626 3.0
6284.562066797873 4.0
6284.562066797873 4.0
6308.092536724148 5.0
6329.032213734979 6.0
6329.032213734979 6.0
6352.101385497789 3.0
6352.101385497789 3.0
6376.208050655657 4.0
6399.560699203807 6.0
6423.765409906042 1.0
6444.47764397115 4.0
6444.618575073863 2.0
6468.82098066922 4.0
6468.82098066922 4.0
6492.866993991215 5.0
6516.906174656584 1.0
6516.906174656584 1.0
6541.15392717653 6.0
6565.546905601126 4.0
6565.546905601126 6.0
6587.460925035428 2.0
6587.460925035428 6.0
6611.020846641581 4.0
6611.020846641581 4.0
6635.244625923415 2.0
6635.244625923415 5.0
6658.684510589113 6.0
6682.845594733552 4.0
6682.845594733552 4.0
6707.169581296859 3.0
6707.169581296859 4.0
6729.12859318987 6.0
6729.12859318987 5.0
6753.070234919544 6.0
6753.887097553964 1.0
6777.555258378914 5.0
6801.631105320386 2.0
6801.631105320386 3.0
6823.806049912399 6.0
6823.806049912399 2.0
6846.441272261817 4.0
6846.441272261817 4.0
6870.377921058931 6.0
6892.882979015279 2.0
6892.882979015279 4.0
6917.233629377379 6.0
6940.568217024886 4.0
6940.568217024886 4.0
6962.950414391515 1.0
6962.950414391515 1.0
6986.183799061637 3.0
6986.183799061637 1.0
7010.00959661309 4.0
7034.264856511942 1.0
7058.631571869014 3.0
7058.631571869014 1.0
7080.859974983449 5.0
7105.053233831401 4.0
7105.053233831401 6.0
7132.216111364812 6.0
7155.276233161935 4.0
7179.134930498893 1.0
7202.697513715199 2.0
7202.697513715199 1.0
7226.709459398538 4.0
7250.102116834097 3.0
7250.102116834097 4.0
7274.234192497464 5.0
7274.234192497464 5.0
7296.06156534814 1.0
7318.946657900281 2.0
7318.946657900281 1.0
7342.986257704365 5.0
7342.986257704365 3.0
7366.254687962935 1.0
7390.611062013737 4.0
7390.611062013737 2.0
