#### Simulations (1)
# Trig1.sint #1
1.0 0.0
1.0 0.0
0.9995853467687897 0.02821378118050675
0.9995853467687897 0.02821378118050675
0.9993877874640411 0.03435956104879556
0.9993877874640411 0.03435956104879556
0.998977915365988 0.04397645481511659
0.998977915365988 0.04397645481511659
0.9985897878255955 0.05193833366110086
0.9985897878255955 0.05193833366110086
0.9981273160493345 0.06007505903950626
0.9981273160493345 0.06007505903950626
0.9976457091850104 0.06754326036108174
0.9976457091850104 0.06754326036108174
0.9973732476092794 0.07142549869726383
0.9973732476092794 0.07142549869726383
0.996914580785645 0.07736127191738065
0.996914580785645 0.07736127191738065
0.9965762348643156 0.0815621324703159
0.9965762348643156 0.0815621324703159
0.996091146467531 0.08723290869755568
0.996091146467531 0.08723290869755568
0.9957692268134145 0.0908073100583051
0.9957692268134145 0.0908073100583051
0.9952872603562802 0.09590871291362277
0.9952872603562802 0.09590871291362277
0.994916104219896 0.09965629149511367
0.994916104219896 0.09965629149511367
0.9945148660426029 0.1035590746292342
0.9945148660426029 0.1035590746292342
0.9940208214273178 0.1081268878560756
0.9940208214273178 0.1081268878560756
0.993609459825908 0.1118155631351938
0.993609459825908 0.1118155631351938
0.9933441511799528 0.1141254182441641
0.9933441511799528 0.1141254182441641
0.9928714389420095 0.1181246676579037
0.9928714389420095 0.1181246676579037
0.992648112544946 0.1199771419443654
0.992648112544946 0.1199771419443654
0.9922262843152218 0.1233711840718221
0.9922262843152218 0.1233711840718221
0.9917699327422365 0.1269621859075112
0.9917699327422365 0.1269621859075112
0.9913069736043882 0.1305037932073141
0.9913069736043882 0.1305037932073141
0.9908080484518829 0.1342246427430747
0.9908080484518829 0.1342246427430747
0.9903825456920862 0.1373189607758026
0.9903825456920862 0.1373189607758026
0.9900552795091384 0.1396483026268963
0.9900552795091384 0.1396483026268963
0.9895955860454967 0.1428561800298566
0.9895955860454967 0.1428561800298566
0.9892400754664342 0.1452876147534724
0.9892400754664342 0.1452876147534724
0.9888517272066628 0.1478994583929482
0.9888517272066628 0.1478994583929482
0.9883987870639327 0.1508784657503282
0.9883987870639327 0.1508784657503282
0.9879821625370353 0.1535713086779972
0.9879821625370353 0.1535713086779972
0.9876684461355476 0.1555659850428053
0.9876684461355476 0.1555659850428053
0.9872597823159945 0.1581228502929036
0.9872597823159945 0.1581228502929036
0.986809403188698 0.1609011602377312
0.986809403188698 0.1609011602377312
0.9863412345998903 0.1637229585355716
0.9863412345998903 0.1637229585355716
0.9860079179262358 0.1657069667272507
0.9860079179262358 0.1657069667272507
0.9855500478774507 0.1683970530336491
0.9855500478774507 0.1683970530336491
0.9854662697875114 0.168885948063092
0.9854662697875114 0.168885948063092
0.9849846784125554 0.1716508172518212
0.9849846784125554 0.1716508172518212
0.9846811501038731 0.1733811423357542
0.9846811501038731 0.1733811423357542
