#### Simulations (2)
# sin(t) #1
0.0 0.0
0.01381263542427948 0.01381219621222229
0.01381263542427948 0.01381219621222229
0.02307539139739 0.02307334361211657
0.02307539139739 0.02307334361211657
0.02957011190917268 0.02956580278839506
0.02957011190917268 0.02956580278839506
0.03823582074740201 0.03822650477369975
0.03823582074740201 0.03822650477369975
0.04432083767433174 0.04430632892509213
0.04432083767433174 0.04430632892509213
0.05105737843045976 0.05103519811706764
0.05105737843045976 0.05103519811706764
0.05579824388066315 0.055769294269556
0.05579824388066315 0.055769294269556
0.06045773351845617 0.06042091002693028
0.06045773351845617 0.06042091002693028
0.0636538615294429 0.06361088463494029
0.0636538615294429 0.06361088463494029
0.0691578878960561 0.06910277286512401
0.0691578878960561 0.06910277286512401
0.07271877421535927 0.07265470143504686
0.07271877421535927 0.07265470143504686
0.0780853425980356 0.07800601488988418
0.0780853425980356 0.07800601488988418
0.08143417668332592 0.08134420105740825
0.08143417668332592 0.08134420105740825
0.0834201862415299 0.08332346739633506
0.0834201862415299 0.08332346739633506
0.08779671041051877 0.0876839605282276
0.08779671041051877 0.0876839605282276
0.0930436916006433 0.0929095011659
0.0930436916006433 0.0929095011659
0.09633938542677507 0.09619042914548728
0.09633938542677507 0.09619042914548728
0.1007517907975045 0.100581423338906
0.1007517907975045 0.100581423338906
0.1048301512578316 0.1046382540070462
0.1048301512578316 0.1046382540070462
0.1085616220868483 0.1083485032703714
0.1085616220868483 0.1083485032703714
0.111682248990718 0.1114502263569711
0.111682248990718 0.1114502263569711
0.116050821937238 0.1157905058800703
0.116050821937238 0.1157905058800703
0.1184781094186752 0.1182011231244745
0.1184781094186752 0.1182011231244745
0.1233634953982092 0.1230508311130744
0.1233634953982092 0.1230508311130744
0.1262990961286716 0.1259635879673609
0.1262990961286716 0.1259635879673609
0.1303710594624636 0.1300020621101866
0.1303710594624636 0.1300020621101866
0.1332050885467835 0.1328115150087486
0.1332050885467835 0.1328115150087486
0.1366466412544225 0.1362217868151291
0.1366466412544225 0.1362217868151291
0.1388803065293841 0.1384342890169191
0.1388803065293841 0.1384342890169191
0.1431480287091895 0.1426596464384734
0.1431480287091895 0.1426596464384734
0.1485218639262936 0.1479764315542492
0.1485218639262936 0.1479764315542492
0.1503868556144028 0.1498206329246659
0.1503868556144028 0.1498206329246659
0.1534889858691219 0.1528870242372758
0.1534889858691219 0.1528870242372758
0.1558598684213713 0.1552296020294273
0.1558598684213713 0.1552296020294273
0.1599392921978388 0.1592582739220968
0.1599392921978388 0.1592582739220968
0.1639437407296338 0.1632103260251168
0.1639437407296338 0.1632103260251168
0.1662240076929618 0.1654595913034396
0.1662240076929618 0.1654595913034396
0.1699674332714687 0.1691502517057364
0.1699674332714687 0.1691502517057364
0.1749897101313796 0.1740980048776664
0.1749897101313796 0.1740980048776664
0.1765374943173562 0.1756219426687242
0.1765374943173562 0.1756219426687242
0.1806543841703703 0.1796733467866556
0.1806543841703703 0.1796733467866556
0.1825959166244321 0.1815829435349328
0.1825959166244321 0.1815829435349328
0.191493782830212 0.190325584787961
0.191493782830212 0.190325584787961
