#### Simulations (1)
# sin(t) #1
0.0 0.0
0.01417860294072288 0.01417812788483386
0.01417860294072288 0.01417812788483386
0.02341044991623855 0.02340831162857782
0.02341044991623855 0.02340831162857782
0.02961979653137117 0.02961546565375723
0.02961979653137117 0.02961546565375723
0.03351583513708536 0.0335095607039774
0.03351583513708536 0.0335095607039774
0.03817293827980914 0.03816366819136244
0.03817293827980914 0.03816366819136244
0.0435907125819693 0.04357690907642944
0.0435907125819693 0.04357690907642944
0.04866265858786685 0.04864345489179337
0.04866265858786685 0.04864345489179337
0.05536662067546253 0.05533833762589619
0.05536662067546253 0.05533833762589619
0.05989421250117672 0.05985840900566932
0.05989421250117672 0.05985840900566932
0.06375106812597363 0.06370789406574129
0.06375106812597363 0.06370789406574129
0.06768116245711382 0.06762950265865503
0.06768116245711382 0.06762950265865503
0.07165288057427102 0.07159158371451971
0.07165288057427102 0.07159158371451971
0.07460013577497411 0.07453096115910152
0.07460013577497411 0.07453096115910152
0.07752379072377037 0.07744616185705815
0.07752379072377037 0.07744616185705815
0.08112751214952867 0.08103854896844949
0.08112751214952867 0.08103854896844949
0.08465038464971623 0.08454932449588262
0.08465038464971623 0.08454932449588262
0.09018720135899283 0.09006499132716694
0.09018720135899283 0.09006499132716694
0.09423954779429417 0.09410011803500551
0.09423954779429417 0.09410011803500551
0.09782434406488934 0.09766839535742462
0.09782434406488934 0.09766839535742462
0.1026166429462217 0.1024366425357978
0.1026166429462217 0.1024366425357978
0.1067083690454687 0.106505975371498
0.1067083690454687 0.106505975371498
0.1098809027940549 0.1096599226648002
0.1098809027940549 0.1096599226648002
0.1141975089516763 0.1139494611093983
0.1141975089516763 0.1139494611093983
0.1180017017173504 0.1177280418001857
0.1180017017173504 0.1177280418001857
0.1215822602708261 0.12128293844193
0.1215822602708261 0.12128293844193
0.1255742664827574 0.1252444986607296
0.1255742664827574 0.1252444986607296
0.1288490780920901 0.1284928467070553
0.1288490780920901 0.1284928467070553
0.1314797981662064 0.1311013116196076
0.1314797981662064 0.1311013116196076
0.1342884275128183 0.1338851788681358
0.1342884275128183 0.1338851788681358
0.136595318168471 0.1361709419648165
0.136595318168471 0.1361709419648165
0.1405443762121284 0.1400821439743357
0.1405443762121284 0.1400821439743357
0.1431423789899485 0.1426540545033877
0.1431423789899485 0.1426540545033877
0.1450612941463682 0.1445530803588882
0.1450612941463682 0.1445530803588882
0.1469662084358864 0.1464377240144068
0.1469662084358864 0.1464377240144068
0.1510358059409461 0.1504622270815958
0.1510358059409461 0.1504622270815958
0.155924471885005 0.1552934220729632
0.155924471885005 0.1552934220729632
0.1590188233911317 0.1583494857631683
0.1590188233911317 0.1583494857631683
0.1631550861624655 0.1624321956161502
0.1631550861624655 0.1624321956161502
0.1667870131823148 0.1660148103936168
0.1667870131823148 0.1660148103936168
0.1698794873186738 0.1690635723758054
0.1698794873186738 0.1690635723758054
0.1737422742764586 0.1728694843129412
0.1737422742764586 0.1728694843129412
0.176150904664703 0.1752413484002809
0.176150904664703 0.1752413484002809
0.1795797988453391 0.1786161453767377
0.1795797988453391 0.1786161453767377
0.1825883583028335 0.1815755108604634
0.1825883583028335 0.1815755108604634
0.1856402053335937 0.1845757768188651
0.1856402053335937 0.1845757768188651
0.1873244853349192 0.1862308554175416
0.1873244853349192 0.1862308554175416
0.1904002620809786 0.1892519388961667
0.1904002620809786 0.1892519388961667
0.1928701572756878 0.1916766198163317
0.1928701572756878 0.1916766198163317
0.1948700191187206 0.1936390158852702
0.1948700191187206 0.1936390158852702
0.1988749842127934 0.1975666149311093
0.1988749842127934 0.1975666149311093
0.2026240178745904 0.2012403560969183
0.2026240178745904 0.2012403560969183
0.2045287126247666 0.2031057182329388
0.2045287126247666 0.2031057182329388
0.2067146262477089 0.205245583506517
0.2067146262477089 0.205245583506517
0.2085355500489373 0.2070273994999065
0.2085355500489373 0.2070273994999065
0.2123308653138256 0.2107389898427848
0.2123308653138256 0.2107389898427848
0.2148336966056845 0.213184950860753
0.2148336966056845 0.213184950860753
0.2182542353196453 0.2165256040990591
0.2182542353196453 0.2165256040990591
0.2207834879209057 0.2189941598857506
0.2207834879209057 0.2189941598857506
0.2242210062763172 0.2223469360233065
0.2242210062763172 0.2223469360233065
0.2269715152089289 0.2250277487016074
0.2269715152089289 0.2250277487016074
0.2302459860078892 0.2282170249449371
0.2302459860078892 0.2282170249449371
0.2337941950440001 0.2316701539112012
0.2337941950440001 0.2316701539112012
0.2348171302085289 0.2326651381253127
0.2348171302085289 0.2326651381253127
0.2383446390008219 0.2360943864822084
0.2383446390008219 0.2360943864822084
0.2429670431841434 0.2405835776280013
0.2429670431841434 0.2405835776280013
0.2467269925821828 0.2442313822072351
0.2467269925821828 0.2442313822072351
0.2499989985529644 0.2474029889399264
0.2499989985529644 0.2474029889399264
0.2527753773777437 0.2500921005774774
0.2527753773777437 0.2500921005774774
0.2558229868936736 0.2530416973304808
0.2558229868936736 0.2530416973304808
0.2585009520519958 0.2556315986724684
0.2585009520519958 0.2556315986724684
0.2623561067342154 0.2593567541634419
0.2623561067342154 0.2593567541634419
