#### Simulations (1)
# Trig2.sint #1
0.0 0.0
0.01348972923423699 0.01348946273226398
0.01348972923423699 0.01348946273226398
0.0225881249946763 0.02258661006006301
0.0225881249946763 0.02258661006006301
0.02953759173501285 0.02953402891192294
0.02953759173501285 0.02953402891192294
0.03660915324989507 0.03660213399586299
0.03660915324989507 0.03660213399586299
0.04446252599925293 0.04444947297205835
0.04446252599925293 0.04444947297205835
0.04953130688645081 0.04951312303480659
0.04953130688645081 0.04951312303480659
0.05264128668459426 0.05261925445761254
0.05264128668459426 0.05261925445761254
0.05836496881466618 0.05833472795755795
0.05836496881466618 0.05833472795755795
0.06369837942063035 0.06365876748046922
0.06369837942063035 0.06365876748046922
0.06892331225611055 0.06887282555413188
0.06892331225611055 0.06887282555413188
0.07548029215348027 0.07541373642878023
0.07548029215348027 0.07541373642878023
0.08050334787744438 0.08042217398592176
0.08050334787744438 0.08042217398592176
0.08493853517420459 0.08484291695716152
0.08493853517420459 0.08484291695716152
0.08887667335758682 0.08876666952498992
0.08887667335758682 0.08876666952498992
0.09216298469300173 0.09204012960598902
0.09216298469300173 0.09204012960598902
0.09688031613523507 0.09673736722786408
0.09688031613523507 0.09673736722786408
0.1015827360690578 0.1014173635058341
0.1015827360690578 0.1014173635058341
0.1037539513391581 0.1035775411403737
0.1037539513391581 0.1035775411403737
0.1094977093773002 0.1092900263719131
0.1094977093773002 0.1092900263719131
0.1144952155483685 0.1142570673730126
0.1144952155483685 0.1142570673730126
0.1196466571241768 0.1193753186614677
0.1196466571241768 0.1193753186614677
0.1234909374085425 0.1231920378921982
0.1234909374085425 0.1231920378921982
0.1279871935825674 0.1276535429562091
0.1279871935825674 0.1276535429562091
0.1367255747449792 0.1363215179143051
0.1367255747449792 0.1363215179143051
0.1417138433627289 0.141263358795138
0.1417138433627289 0.141263358795138
0.1445619882964034 0.1440832134013385
0.1445619882964034 0.1440832134013385
0.1480756277007542 0.1475601611621885
0.1480756277007542 0.1475601611621885
0.1520212306004428 0.1514625588931996
0.1520212306004428 0.1514625588931996
0.1561113432730063 0.1555053309790366
0.1561113432730063 0.1555053309790366
0.1596740453438787 0.1590246522040076
0.1596740453438787 0.1590246522040076
0.1658340454306775 0.1651073907391354
0.1658340454306775 0.1651073907391354
0.1694713167329396 0.1686947187469447
0.1694713167329396 0.1686947187469447
0.1737185049066623 0.1728806832107753
0.1737185049066623 0.1728806832107753
0.1763622352266097 0.1754846801209766
0.1763622352266097 0.1754846801209766
0.1791964902358482 0.1782751842476452
0.1791964902358482 0.1782751842476452
0.1828078728242865 0.1818286929078805
0.1828078728242865 0.1818286929078805
0.1855811058269923 0.1845560841228283
0.1855811058269923 0.1845560841228283
0.1892182049548918 0.1881305857920208
0.1892182049548918 0.1881305857920208
0.1927970787389867 0.1916461870604666
0.1927970787389867 0.1916461870604666
0.1963093280411569 0.1950933796026916
